"27/03/2020,09:30:00",1
"27/03/2020,09:35:00",1.02182677
"27/03/2020,09:40:00",1.012594403
"27/03/2020,09:45:00",1.022770361
"27/03/2020,09:50:00",1.026215904
"27/03/2020,09:55:00",1.034558461
"27/03/2020,10:00:00",1.041335183
"27/03/2020,10:05:00",1.041588783
"27/03/2020,10:10:00",1.036099304
"27/03/2020,10:15:00",1.06199114
"27/03/2020,10:20:00",1.067126929
"27/03/2020,10:25:00",1.057744806
"27/03/2020,10:30:00",1.069860983
"27/03/2020,10:35:00",1.074464236
"27/03/2020,10:40:00",1.087950675
"27/03/2020,10:45:00",1.072651492
"27/03/2020,10:50:00",1.069997317
"27/03/2020,10:55:00",1.078232418
"27/03/2020,11:00:00",1.082176813
"27/03/2020,11:05:00",1.072686006
"27/03/2020,11:10:00",1.075706616
"27/03/2020,11:15:00",1.07405803
"27/03/2020,11:20:00",1.084491177
"27/03/2020,11:25:00",1.078958008
"27/03/2020,11:30:00",1.075706616
"27/03/2020,11:35:00",1.050176435
"27/03/2020,11:40:00",1.07053158
"27/03/2020,11:45:00",1.082470242
"27/03/2020,11:50:00",1.088705477
"27/03/2020,11:55:00",1.088371485
"27/03/2020,12:00:00",1.085872883
"27/03/2020,12:05:00",1.094023147
"27/03/2020,12:10:00",1.096754092
"27/03/2020,12:15:00",1.076153217
"27/03/2020,12:20:00",1.105690211
"27/03/2020,12:25:00",1.089136321
"27/03/2020,12:30:00",1.066844792
"27/03/2020,12:35:00",1.085436206
"27/03/2020,12:40:00",1.081415758
"27/03/2020,12:45:00",1.059665381
"27/03/2020,12:50:00",1.047739203
"27/03/2020,12:55:00",1.066438108
"27/03/2020,13:00:00",1.059278074
"27/03/2020,13:05:00",1.066168552
"27/03/2020,13:10:00",1.075141945
"27/03/2020,13:15:00",1.069749708
"27/03/2020,13:20:00",1.076402305
"27/03/2020,13:25:00",1.073929095
"27/03/2020,13:30:00",1.07181865
"27/03/2020,13:35:00",1.07080653
"27/03/2020,13:40:00",1.070876402
"27/03/2020,13:45:00",1.078404424
"27/03/2020,13:50:00",1.063982031
"27/03/2020,13:55:00",1.053511897
"27/03/2020,14:00:00",1.069820798
"27/03/2020,14:05:00",1.078597617
"27/03/2020,14:10:00",1.082009783
"27/03/2020,14:15:00",1.067007449
"27/03/2020,14:20:00",1.060843411
"27/03/2020,14:25:00",1.039225945
"27/03/2020,14:30:00",1.027311963
"27/03/2020,14:35:00",1.039743606
"27/03/2020,14:40:00",1.030643226
"27/03/2020,14:45:00",1.02488198
"27/03/2020,14:50:00",1.03145263
"27/03/2020,14:55:00",1.037697427
"27/03/2020,15:00:00",1.056425859
"27/03/2020,15:05:00",1.05510745
"27/03/2020,15:10:00",1.058914034
"27/03/2020,15:15:00",1.050414083
"27/03/2020,15:20:00",1.055855124
"27/03/2020,15:25:00",1.047703883
"27/03/2020,15:30:00",1.042170389
"27/03/2020,15:35:00",1.046058021
"27/03/2020,15:40:00",1.076539722
"27/03/2020,15:45:00",1.086853085
"27/03/2020,15:50:00",1.091140943
"27/03/2020,15:55:00",1.115960738
"27/03/2020,16:00:00",1.103815701
"30/03/2020,09:35:00",1.110429777
"30/03/2020,09:40:00",1.104938925
"30/03/2020,09:45:00",1.097402022
"30/03/2020,09:50:00",1.088845973
"30/03/2020,09:55:00",1.089433641
"30/03/2020,10:00:00",1.103551129
"30/03/2020,10:05:00",1.118283887
"30/03/2020,10:10:00",1.119357251
"30/03/2020,10:15:00",1.118106805
"30/03/2020,10:20:00",1.102823794
"30/03/2020,10:25:00",1.108178272
"30/03/2020,10:30:00",1.094224731
"30/03/2020,10:35:00",1.089693386
"30/03/2020,10:40:00",1.084911567
"30/03/2020,10:45:00",1.080219465
"30/03/2020,10:50:00",1.049721873
"30/03/2020,10:55:00",1.07918169
"30/03/2020,11:00:00",1.095798945
"30/03/2020,11:05:00",1.11413728
"30/03/2020,11:10:00",1.135491503
"30/03/2020,11:15:00",1.134475112
"30/03/2020,11:20:00",1.128446458
"30/03/2020,11:25:00",1.126407235
"30/03/2020,11:30:00",1.108409355
"30/03/2020,11:35:00",1.101773296
"30/03/2020,11:40:00",1.111602131
"30/03/2020,11:45:00",1.117651052
"30/03/2020,11:50:00",1.096968886
"30/03/2020,11:55:00",1.083915679
"30/03/2020,12:00:00",1.096802888
"30/03/2020,12:05:00",1.119482659
"30/03/2020,12:10:00",1.152980395
"30/03/2020,12:15:00",1.14873613
"30/03/2020,12:20:00",1.145157511
"30/03/2020,12:25:00",1.148939844
"30/03/2020,12:30:00",1.15884956
"30/03/2020,12:35:00",1.155095501
