"27/03/2020,09:30:00",27.32
"27/03/2020,09:35:00",27.30463279
"27/03/2020,09:40:00",27.31114378
"27/03/2020,09:45:00",27.29780367
"27/03/2020,09:50:00",27.29894054
"27/03/2020,09:55:00",27.28918619
"27/03/2020,10:00:00",27.30563756
"27/03/2020,10:05:00",27.31840903
"27/03/2020,10:10:00",27.32698933
"27/03/2020,10:15:00",27.32498298
"27/03/2020,10:20:00",27.33754821
"27/03/2020,10:25:00",27.33777574
"27/03/2020,10:30:00",27.32773167
"27/03/2020,10:35:00",27.33172464
"27/03/2020,10:40:00",27.31707817
"27/03/2020,10:45:00",27.3101319
"27/03/2020,10:50:00",27.30006022
"27/03/2020,10:55:00",27.31492128
"27/03/2020,11:00:00",27.32342018
"27/03/2020,11:05:00",27.32464071
"27/03/2020,11:10:00",27.33739878
"27/03/2020,11:15:00",27.35173198
"27/03/2020,11:20:00",27.34769618
"27/03/2020,11:25:00",27.34623057
"27/03/2020,11:30:00",27.32928947
"27/03/2020,11:35:00",27.29781778
"27/03/2020,11:40:00",27.30272506
"27/03/2020,11:45:00",27.32875468
"27/03/2020,11:50:00",27.31898359
"27/03/2020,11:55:00",27.31280987
"27/03/2020,12:00:00",27.32658098
"27/03/2020,12:05:00",27.31604724
"27/03/2020,12:10:00",27.30343338
"27/03/2020,12:15:00",27.30461091
"27/03/2020,12:20:00",27.32687785
"27/03/2020,12:25:00",27.34099058
"27/03/2020,12:30:00",27.33355433
"27/03/2020,12:35:00",27.34872397
"27/03/2020,12:40:00",27.36585071
"27/03/2020,12:45:00",27.36097858
"27/03/2020,12:50:00",27.36369116
"27/03/2020,12:55:00",27.37678714
"27/03/2020,13:00:00",27.39306531
"27/03/2020,13:05:00",27.39103744
"27/03/2020,13:10:00",27.40394237
"27/03/2020,13:15:00",27.39962048
"27/03/2020,13:20:00",27.39042518
"27/03/2020,13:25:00",27.3879817
"27/03/2020,13:30:00",27.38715603
"27/03/2020,13:35:00",27.37092887
