"28/04/6705,10:05:00",1
"28/04/6705,10:10:00",1.0001447420516645
"28/04/6705,10:15:00",1.001960410890291
"28/04/6705,10:20:00",0.9999582242725362
"28/04/6705,10:25:00",1.0005701010247983
"28/04/6705,10:30:00",1.0081976645995594
"28/04/6705,10:35:00",1.0084203158141474
"28/04/6705,10:40:00",1.0081947724877518
"28/04/6705,10:45:00",1.0045105738554478
"28/04/6705,10:50:00",1.0076879062557351
"28/04/6705,10:55:00",1.0077995780452649
"28/04/6705,11:00:00",1.004049086243039
"28/04/6705,11:05:00",1.0035808097934915
"28/04/6705,11:10:00",1.0017734907909208
"28/04/6705,11:15:00",1.0048011454667491
"28/04/6705,11:20:00",1.005110638572168
"28/04/6705,11:25:00",1.011448564475875
"28/04/6705,11:30:00",1.0125105238148193
"28/04/6705,11:35:00",1.0192268710936554
"28/04/6705,11:40:00",1.0184892211819998
"28/04/6705,11:45:00",1.0187475072884784
"28/04/6705,11:50:00",1.0243310698043444
"28/04/6705,11:55:00",1.02704526429291
"28/04/6705,12:00:00",1.0282611834604007
"28/04/6705,12:05:00",1.0282830751577203
"28/04/6705,12:10:00",1.0280812170951754
"28/04/6705,12:15:00",1.0264968348635988
"28/04/6705,12:20:00",1.0254810505246936
"28/04/6705,12:25:00",1.0287002179431766
"28/04/6705,12:30:00",1.0286764986184416
"28/04/6705,12:35:00",1.0283277080060855
"28/04/6705,12:40:00",1.0296446050564554
"28/04/6705,12:45:00",1.032410826707613
"28/04/6705,12:50:00",1.0339989757948451
"28/04/6705,12:55:00",1.0349677145980964
"28/04/6705,13:00:00",1.0405047151909925
"28/04/6705,13:05:00",1.0418662202020676
"28/04/6705,13:10:00",1.044965915614059
"28/04/6705,13:15:00",1.0418417354839837
"28/04/6705,13:20:00",1.045597161878631
"28/04/6705,13:25:00",1.0404672705936455
"28/04/6705,13:30:00",1.041986464366251
"28/04/6705,13:35:00",1.0446939734231209
"28/04/6705,13:40:00",1.0443338720613544
"28/04/6705,13:45:00",1.0413289403041481
"28/04/6705,13:50:00",1.0438302297867743
"28/04/6705,13:55:00",1.0450428793935709
"28/04/6705,14:00:00",1.0445204188670902
"28/04/6705,14:05:00",1.0446331780936777
"28/04/6705,14:10:00",1.0450874766329075
"28/04/6705,14:15:00",1.0431912061221533
"28/04/6705,14:20:00",1.0453836313084017
"28/04/6705,14:25:00",1.043651541525882
"28/04/6705,14:30:00",1.0423184224743836
"28/04/6705,14:35:00",1.039059649025602
"28/04/6705,14:40:00",1.0397574866281145
"28/04/6705,14:45:00",1.0433829450338021
"28/04/6705,14:50:00",1.0470302790836148
"28/04/6705,14:55:00",1.0498478419395842
"28/04/6705,15:00:00",1.053026000079832
"28/04/6705,15:05:00",1.0531133429878616
"28/04/6705,15:10:00",1.0579488948352662
"28/04/6705,15:15:00",1.0544402842554037
"28/04/6705,15:20:00",1.0510525624723965
"28/04/6705,15:25:00",1.049819293153352
"28/04/6705,15:30:00",1.0487020294825597
"28/04/6705,15:35:00",1.0476237931329606
"28/04/6705,15:40:00",1.0476883524906442
"28/04/6705,15:45:00",1.0450779522240832
"28/04/6705,15:50:00",1.042768746512996
"28/04/6705,15:55:00",1.0419201020364113
"28/04/6705,16:00:00",1.0424720905898086
"01/05/6705,09:35:00",1.0435119455150468
"01/05/6705,09:40:00",1.0408443961060574
"01/05/6705,09:45:00",1.0420534380491884
"01/05/6705,09:50:00",1.0442410931161625
"01/05/6705,09:55:00",1.0441797844188339
"01/05/6705,10:00:00",1.0404923740501304
"01/05/6705,10:05:00",1.0377575784215474
"01/05/6705,10:10:00",1.0407250573037155
"01/05/6705,10:15:00",1.0388066170790995
"01/05/6705,10:20:00",1.0416762980090541
"01/05/6705,10:25:00",1.0409393359305246
"01/05/6705,10:30:00",1.0406500075178313
"01/05/6705,10:35:00",1.0363797892716629
"01/05/6705,10:40:00",1.037515338528505
"01/05/6705,10:45:00",1.037674552307708
"01/05/6705,10:50:00",1.0362717260638932
"01/05/6705,10:55:00",1.0305189747128265
"01/05/6705,11:00:00",1.0293314807819176
"01/05/6705,11:05:00",1.0289978641746467
"01/05/6705,11:10:00",1.0309584789738775
"01/05/6705,11:15:00",1.0333050949243827
"01/05/6705,11:20:00",1.0340812983079424
"01/05/6705,11:25:00",1.0344387515931681
"01/05/6705,11:30:00",1.0321195175628346
"01/05/6705,11:35:00",1.0367508700559878
"01/05/6705,11:40:00",1.0381880379376527
"01/05/6705,11:45:00",1.0373312391169371
"01/05/6705,11:50:00",1.041489553480948
"01/05/6705,11:55:00",1.0442232532773652
"01/05/6705,12:00:00",1.0460023259606723
"01/05/6705,12:05:00",1.0457378367373154
"01/05/6705,12:10:00",1.0445582838257823
"01/05/6705,12:15:00",1.0418412875788603
"01/05/6705,12:20:00",1.039399895191394
"01/05/6705,12:25:00",1.0395779505429135
"01/05/6705,12:30:00",1.0397208341844306
"01/05/6705,12:35:00",1.0405754182580245
"01/05/6705,12:40:00",1.0432084291197605
"01/05/6705,12:45:00",1.0407514685948591
"01/05/6705,12:50:00",1.0431865709560892
"01/05/6705,12:55:00",1.0388502605942667
"01/05/6705,13:00:00",1.0418823301427753
"01/05/6705,13:05:00",1.0392568639363038
"01/05/6705,13:10:00",1.0342367104751213
"01/05/6705,13:15:00",1.0312639751512354
"01/05/6705,13:20:00",1.0304697527565625
"01/05/6705,13:25:00",1.0351276958119258
"01/05/6705,13:30:00",1.0336182390824133
"01/05/6705,13:35:00",1.0344360184767325
"01/05/6705,13:40:00",1.0346849258231143
"01/05/6705,13:45:00",1.0324888952965348
"01/05/6705,13:50:00",1.0342649167172027
"01/05/6705,13:55:00",1.0324808814624489
"01/05/6705,14:00:00",1.0334629102696837
"01/05/6705,14:05:00",1.0269545199136987
"01/05/6705,14:10:00",1.0254831030952225
"01/05/6705,14:15:00",1.0290426503722259
"01/05/6705,14:20:00",1.0240986255680802
"01/05/6705,14:25:00",1.020817457521187
"01/05/6705,14:30:00",1.0264651310203265
"01/05/6705,14:35:00",1.02541716702953
"01/05/6705,14:40:00",1.0236132654518277
"01/05/6705,14:45:00",1.020392707098119
"01/05/6705,14:50:00",1.0224254835012794
"01/05/6705,14:55:00",1.0270311809736912
"01/05/6705,15:00:00",1.0255722931931734
"01/05/6705,15:05:00",1.0210467460043198
"01/05/6705,15:10:00",1.018411488364338
"01/05/6705,15:15:00",1.0129453244626891
"01/05/6705,15:20:00",1.0170159159640586
"01/05/6705,15:25:00",1.0129577335429976
"01/05/6705,15:30:00",1.0111332298236528
"01/05/6705,15:35:00",1.0084836746659442
"01/05/6705,15:40:00",1.012166674098904
"01/05/6705,15:45:00",1.0096305631036295
"01/05/6705,15:50:00",1.0120504285972787
"01/05/6705,15:55:00",1.0123910504954299
"01/05/6705,16:00:00",1.0162461179019278
"02/05/6705,09:35:00",1.0211417453894014
"02/05/6705,09:40:00",1.02216760077797
"02/05/6705,09:45:00",1.0205787047077062
"02/05/6705,09:50:00",1.0152532291828598
"02/05/6705,09:55:00",1.0186606697310425
"02/05/6705,10:00:00",1.0141520155907477
"02/05/6705,10:05:00",1.020214672672241
"02/05/6705,10:10:00",1.024815241300674
"02/05/6705,10:15:00",1.0243341497803478
"02/05/6705,10:20:00",1.0262341137689608
"02/05/6705,10:25:00",1.022079427407906
"02/05/6705,10:30:00",1.0235221272556432
"02/05/6705,10:35:00",1.024009462231494
"02/05/6705,10:40:00",1.0265181932760519
"02/05/6705,10:45:00",1.023026719749671
"02/05/6705,10:50:00",1.0201804095356901
"02/05/6705,10:55:00",1.016552438368115
"02/05/6705,11:00:00",1.012245637817563
"02/05/6705,11:05:00",1.0150228035400986
"02/05/6705,11:10:00",1.0122828871932723
"02/05/6705,11:15:00",1.0159097822888052
"02/05/6705,11:20:00",1.013986964230103
"02/05/6705,11:25:00",1.0088957851529794
"02/05/6705,11:30:00",1.0035068729525383
"02/05/6705,11:35:00",1.0021035375651568
"02/05/6705,11:40:00",0.9984382155528961
"02/05/6705,11:45:00",0.9962004551702063
"02/05/6705,11:50:00",0.9959055073574905
"02/05/6705,11:55:00",0.9959988377026644
"02/05/6705,12:00:00",1.0014193240786073
"02/05/6705,12:05:00",1.0050341548377923
"02/05/6705,12:10:00",1.004215510815696
"02/05/6705,12:15:00",1.0050630759339734
"02/05/6705,12:20:00",1.0024892607539206
"02/05/6705,12:25:00",1.0005542246197985
"02/05/6705,12:30:00",1.0030754852084605
"02/05/6705,12:35:00",1.0035197262008724
"02/05/6705,12:40:00",1.0054747470682148
"02/05/6705,12:45:00",1.0022204788208955
"02/05/6705,12:50:00",1.0011295728438787
"02/05/6705,12:55:00",1.003164641487028
"02/05/6705,13:00:00",1.0110988232529448
"02/05/6705,13:05:00",1.0113017002845386
"02/05/6705,13:10:00",1.0153840620752161
"02/05/6705,13:15:00",1.0142435130355563
"02/05/6705,13:20:00",1.0192069455672095
"02/05/6705,13:25:00",1.019113583658551
"02/05/6705,13:30:00",1.018945770997503
"02/05/6705,13:35:00",1.0204356737847338
"02/05/6705,13:40:00",1.0199191780211534
"02/05/6705,13:45:00",1.0199441641198943
"02/05/6705,13:50:00",1.0174754725098751
"02/05/6705,13:55:00",1.017432641100396
"02/05/6705,14:00:00",1.0233677781161108
"02/05/6705,14:05:00",1.0248457439526586
"02/05/6705,14:10:00",1.0271804337538826
"02/05/6705,14:15:00",1.027000804744939
"02/05/6705,14:20:00",1.0298970920421222
"02/05/6705,14:25:00",1.0266246344746166
"02/05/6705,14:30:00",1.0215478959778823
"02/05/6705,14:35:00",1.015471862518043
"02/05/6705,14:40:00",1.0150879801932238
"02/05/6705,14:45:00",1.014650191854244
"02/05/6705,14:50:00",1.0107698603960154
"02/05/6705,14:55:00",1.0162808706014461
"02/05/6705,15:00:00",1.0159789432584043
"02/05/6705,15:05:00",1.0163552107132712
"02/05/6705,15:10:00",1.0166533776061804
"02/05/6705,15:15:00",1.0194734838329464
"02/05/6705,15:20:00",1.0179432952280743
"02/05/6705,15:25:00",1.0172913879577397
"02/05/6705,15:30:00",1.013341139383257
"02/05/6705,15:35:00",1.009073091174321
"02/05/6705,15:40:00",1.009291091283881
"02/05/6705,15:45:00",1.0068021669194205
"02/05/6705,15:50:00",1.009510262571066
"02/05/6705,15:55:00",1.0098120444842686
"02/05/6705,16:00:00",1.0040669619787193
"03/05/6705,09:35:00",1.0042717554249418
"03/05/6705,09:40:00",1.007292056590007
"03/05/6705,09:45:00",1.0095211533155164
"03/05/6705,09:50:00",1.0101762811353523
"03/05/6705,09:55:00",1.0064685322179363
"03/05/6705,10:00:00",1.0115301151544034
"03/05/6705,10:05:00",1.0132119725573754
"03/05/6705,10:10:00",1.0145727258665858
"03/05/6705,10:15:00",1.0133909479646552
"03/05/6705,10:20:00",1.0123930465591875
"03/05/6705,10:25:00",1.0149812615159324
"03/05/6705,10:30:00",1.0142481765415148
"03/05/6705,10:35:00",1.0144734901256578
"03/05/6705,10:40:00",1.0160404314627955
"03/05/6705,10:45:00",1.0164731056064866
"03/05/6705,10:50:00",1.0195308323644319
"03/05/6705,10:55:00",1.0199720208484606
"03/05/6705,11:00:00",1.0193434646137363
"03/05/6705,11:05:00",1.0156071228977537
"03/05/6705,11:10:00",1.0129428682046187
"03/05/6705,11:15:00",1.0114571364594578
"03/05/6705,11:20:00",1.0131011981766629
"03/05/6705,11:25:00",1.009849991501204
"03/05/6705,11:30:00",1.0072851058838044
"03/05/6705,11:35:00",1.006572357999841
"03/05/6705,11:40:00",1.0033800587650359
"03/05/6705,11:45:00",1.0092233958530816
"03/05/6705,11:50:00",1.0082107769892732
"03/05/6705,11:55:00",1.0078082793505314
"03/05/6705,12:00:00",1.007776409729517
"03/05/6705,12:05:00",1.0037198261124067
